1.000000000000000000e+00,-1.640083158195054125e+00,-8.466477110264492012e-01,4.747681129423921287e-01,-1.563460165600893292e+00,3.983501046509705934e-01,1.577248342641001777e+00,1.498614416882382505e+00,-7.326830956410945728e-02
1.000000000000000000e+00,3.908266853097548399e-01,1.270254214728796793e-01,9.505048027235287744e-01,-3.340596192939027653e-01,1.867214016945426686e-03,-6.311129116457898647e-01,1.777956662890527895e+00,-7.326830956410945728e-02
-1.000000000000000000e+00,7.534891573641848694e-01,1.743041503341749898e+00,6.079259650439825524e-01,1.070969576485515162e+00,2.432046257072218998e-01,-1.403659662487250492e-01,-7.361235511827810551e-01,-7.326830956410945728e-02
1.000000000000000000e+00,1.732292020770962448e-01,2.546360909609254097e+00,1.094153879536153617e+00,-2.901524569257958874e-01,4.155884912002762444e-01,-1.767922989945884191e-02,2.695085344465424360e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,-2.256995171827748115e-01,2.427582164713669499e+00,1.030399513984482818e+00,-7.511776617909174947e-01,-2.567085842226360937e-01,5.957544518468721462e-01,-5.126497543762646991e-01,-7.326830956410945728e-02
1.000000000000000000e+00,3.364273145015908018e-01,1.598458641413962877e-01,5.102768735028160307e-01,-9.257022626931538101e-02,-1.877550380254139895e-01,7.184411881961383362e-01,-1.238939593997443023e+00,-7.326830956410945728e-02
1.000000000000000000e+00,6.443046046076823796e-02,8.756440899595226979e-01,8.258206321193123367e-01,-4.218739440301164656e-01,3.811117181016654976e-01,1.638591710815634706e+00,2.001430459697044029e+00,4.661696196016464455e+00
1.000000000000000000e+00,-5.520957420317639253e-01,-9.169772310304135088e-01,-1.792143441926501879e+00,-8.828991488952377953e-01,-1.359965323378183655e+00,1.050075064498073446e-01,9.957983740677204265e-01,-7.326830956410945728e-02
1.000000000000000000e+00,-4.614301240181564179e-01,-8.997855705850000829e-01,7.221189109371645154e-01,-7.950848241590241505e-01,-8.945288865469370743e-01,7.184411881961383362e-01,-1.238939593997443023e+00,-7.326830956410945728e-02
-1.000000000000000000e+00,3.364273145015908018e-01,-3.574668274433192572e-01,6.079259650439825524e-01,-4.218739440301164656e-01,2.432046257072218998e-01,4.366413827517425655e-02,-5.126497543762646991e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,-3.707645060045489105e-01,-2.980774549955271802e-01,6.535224416727087871e-01,-4.218739440301164656e-01,-1.325488550279573019e+00,2.067995288038066537e+00,2.001430459697044029e+00,-7.326830956410945728e-02
1.000000000000000000e+00,8.260216517750719190e-01,3.255109557062900727e-01,1.245226110509358441e-01,3.025942350436460204e-01,3.121581719044433934e-01,4.366413827517425655e-02,-1.015465797190926445e+00,-7.326830956410945728e-02
1.000000000000000000e+00,2.276285728852628087e-01,1.293531124422642349e-02,8.972416618828923385e-01,-5.535954311344367662e-01,1.225359198620839668e-01,4.366413827517425655e-02,-5.126497543762646991e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,8.804210225832359571e-01,-1.714843189883911989e-01,-1.397755499385845424e-01,9.172945081971410897e-01,8.465481549329121336e-01,-7.537996479950560547e-01,7.723245772612044036e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,-6.250140475828280806e-02,2.799547181623526004e+00,1.240224008205170758e+00,-3.560132004779560932e-01,-4.635692228143012406e-01,8.411279245454045261e-01,-2.333075083681192818e-01,-7.326830956410945728e-02
1.000000000000000000e+00,1.732292020770962448e-01,1.100698553972208726e+00,2.625225668653115574e-01,-3.121060381098494374e-01,3.466349450030541401e-01,3.503809791483397662e-01,-1.015465797190926445e+00,-7.326830956410945728e-02
-1.000000000000000000e+00,3.545604381043113151e-01,7.076180546970828322e-02,9.246802495886748963e-01,-4.866306390120833658e-02,9.327400876794392781e-01,-1.060516488868221474e+00,4.929823312530589585e-01,-7.326830956410945728e-02
1.000000000000000000e+00,1.006967076662117766e-01,-2.590054994377692377e-01,7.927329234152805659e-01,-1.364773886374220369e-01,-3.601389035184683340e-01,1.663508746244404535e-01,4.929823312530589585e-01,-7.326830956410945728e-02
1.000000000000000000e+00,-9.510244612916349816e-01,-1.335828594609579145e+00,-7.999156894482871705e-01,-1.409785097312519664e+00,-2.463222062533731549e+00,-1.428576697916020155e+00,2.504246502511705774e+00,-7.326830956410945728e-02
-1.000000000000000000e+00,-8.102033950118804617e-03,-1.179540772378547375e+00,4.888909154380153832e-01,-5.096882687663298883e-01,4.845420373974977379e-01,-1.244546593392120704e+00,2.695085344465424360e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,1.369629548716553014e-01,4.927389254934944618e-01,2.157155643083887853e-01,3.465013974117526763e-01,1.570126929606947275e-01,-3.243960707726243342e-01,7.723245772612044036e-01,-7.326830956410945728e-02
1.000000000000000000e+00,4.629733685804777316e-02,2.442412881461536178e-01,5.591014192733992916e-01,-4.438275252141697380e-01,3.638733315523598466e-01,-1.403659662487250492e-01,-1.015465797190926445e+00,-7.326830956410945728e-02
1.000000000000000000e+00,3.364273145015908018e-01,1.598458641413962877e-01,5.102768735028160307e-01,-9.257022626931538101e-02,1.070647180073883042e+00,-1.060516488868221474e+00,-9.833711561602995199e-03,-7.326830956410945728e-02
1.000000000000000000e+00,3.364273145015908018e-01,-8.513363456933801254e-01,-4.625824641242580748e-01,-4.218739440301164656e-01,7.431178356370793381e-01,-3.243960707726243342e-01,7.723245772612044036e-01,-7.326830956410945728e-02
-1.000000000000000000e+00,3.364273145015908018e-01,-3.574668274433192572e-01,6.079259650439825524e-01,-4.218739440301164656e-01,-1.877550380254139895e-01,4.117243473229728612e-01,1.777956662890527895e+00,-7.326830956410945728e-02
1.000000000000000000e+00,-1.096089450113409081e+00,-1.682787559962469981e+00,-2.035055644851221146e+00,-1.256110029024145813e+00,-1.842640146758736108e+00,5.344110836722389957e-01,3.007062545326367964e+00,-7.326830956410945728e-02
-1.000000000000000000e+00,4.089598089124778513e-01,4.083435014887371595e-01,6.393996391770855325e-01,3.915126083500496124e-02,3.293965584537490998e-01,-1.673950170614552535e+00,-1.518281840005588412e+00,-7.326830956410945728e-02
1.000000000000000000e+00,-3.707645060045489105e-01,-2.980774549955271802e-01,6.535224416727087871e-01,-4.218739440301164656e-01,-1.118627911687907650e+00,1.761278447164901007e+00,1.275140620075865927e+00,-7.326830956410945728e-02
